0	0	17	-0.50	5T	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	5T	0.50
1	0	18	-0.50	5T	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	4T	0.50
2	0	19	-0.50	5T	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	5LP	0.50
3	0	20	-0.50	5T	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	5MP	0.50
4	0	21	-0.50	5T	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	5HP	0.50
5	0	22	-0.50	5T	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	5LK	0.50
6	0	23	-0.50	5T	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	5MK	0.50
7	0	24	-0.50	5T	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	5HK	0.50
8	0	25	-0.50	5T	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2LP	0.50
9	0	26	-0.50	5T	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2MP	0.50
10	0	27	-0.50	5T	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2HP	0.50
11	0	28	-0.50	5T	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2LK	0.50
12	0	29	-0.50	5T	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2MK	0.50
13	0	30	-0.50	5T	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2HK	0.50
14	0	31	-0.50	5T	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	6MP	0.50
15	0	32	-0.50	5T	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	4HP	0.50
16	0	33	-0.50	5T	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3MK	0.50
17	0	34	-0.50	5T	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4HK	0.50
18	0	35	-0.50	5T	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6HK	0.50
19	0	36	-0.50	5T	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3HK	0.50
20	1	17	-0.50	4T	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	5T	0.50
21	1	18	-0.50	4T	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	4T	0.50
22	1	19	-0.50	4T	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	5LP	0.50
23	1	20	-0.50	4T	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	5MP	0.50
24	1	21	-0.50	4T	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	5HP	0.50
25	1	22	-0.50	4T	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	5LK	0.50
26	1	23	-0.50	4T	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	5MK	0.50
27	1	24	-0.50	4T	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	5HK	0.50
28	1	25	-0.50	4T	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2LP	0.50
29	1	26	-0.50	4T	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2MP	0.50
30	1	27	-0.50	4T	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2HP	0.50
31	1	28	-0.50	4T	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2LK	0.50
32	1	29	-0.50	4T	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2MK	0.50
33	1	30	-0.50	4T	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2HK	0.50
34	1	31	-0.50	4T	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	6MP	0.50
35	1	32	-0.50	4T	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	4HP	0.50
36	1	33	-0.50	4T	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3MK	0.50
37	1	34	-0.50	4T	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4HK	0.50
38	1	35	-0.50	4T	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6HK	0.50
39	1	36	-0.50	4T	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3HK	0.50
40	2	17	-0.50	5LP	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	5T	0.50
41	2	18	-0.50	5LP	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	4T	0.50
42	2	19	-0.50	5LP	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	5LP	0.50
43	2	20	-0.50	5LP	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	5MP	0.50
44	2	21	-0.50	5LP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5HP	0.50
45	2	22	-0.50	5LP	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	5LK	0.50
46	2	23	-0.50	5LP	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	5MK	0.50
47	2	24	-0.50	5LP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5HK	0.50
48	2	25	-0.50	5LP	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	2LP	0.50
49	2	26	-0.50	5LP	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2MP	0.50
50	2	27	-0.50	5LP	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2HP	0.50
51	2	28	-0.50	5LP	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	2LK	0.50
52	2	29	-0.50	5LP	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2MK	0.50
53	2	30	-0.50	5LP	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2HK	0.50
54	2	31	-0.50	5LP	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	6MP	0.50
55	2	32	-0.50	5LP	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	4HP	0.50
56	2	33	-0.50	5LP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3MK	0.50
